    mobile app, but you’ll need to log in to the website to interact with some features like messaging and scheduling.
, '\n']"
"<h2 id=""O_HT4"">Can I stop seeing information from an organization I’ve
    linked?</h2>" "['\n', You can unlink an organization in the Manage My Accounts activity. This will stop information from
    that organization from showing in this account. Any organizations that you choose to unlink will remain available in
    the Manage My Accounts activity.
, '\n']"
"<h2 id=""O_HT5"">I can see other people’s information (e.g. my child) at a
    different organization. When my accounts are linked, can I also see that information here?</h2>" "['\n', You must have an
    account here and at the other healthcare organization, with access to the same patient’s information in both, to see
    cross-organization information for that patient. What you can see and do in MyChart depends on what the other
    healthcare organization allows you to see and do in your account with them.
, '\n']"
"<h2 id=""O_HT6"">How does MyChart know where I have been seen before, or where
    I have other health data?</h2>" "['\n', As you move between your healthcare provider, we securely exchange your health
    information with other healthcare organizations so that your care team can see all of your health information. Our
    organization can identify you as a patient at another healthcare organization and request your record in order to
    provide care for you. When other organizations share your record with us, this information becomes part of your
    chart in our healthcare system and is only seen by providers involved in your care. This secure, electronic exchange
    of your record gives your care team information they need to give you safe and effective care, and allows MyChart to
    give you a more complete picture of your health.
, '\n']"
"<h2 id=""O_HT7"">How is my information protected?</h2>" "['\n', We carefully protect
    the privacy and security of your information using different physical, administrative, and technical controls. When
    your information is shared, your record is encrypted and delivered in a secure, electronic format. Only healthcare
    professionals who are involved in your care can see your information at the healthcare organization.
, '\n']"
"<h2 id=""O_HT8"">Why aren’t all of the organizations where I have been seen
    available to link?</h2>" "['\n', A healthcare organization must be part of this account linking network to allow you to
    link your account. Visit www.epic.com/happytogether to see which organizations are already on this network and which
    ones will be joining soon.
, '\n']"
"<h2 id=""O_HT9"">What if I do not recognize an organization that appears on my
    list of accounts?</h2>" "['\n', You will see organizations where you have a medical record in their system. Sometimes, a
    name might not look familiar because:, '\n', 
A clinic might use a name that is different from the name of the organization that owns the clinic.
An organization where you were seen a long time ago might have changed its name since the last time you were
        seen there.
    
, '\n', If you have concerns about your information at that location, you should contact that organization., '\n']"
"<h2 id=""O_HT10"">What do I do if I believe there is a mistake in the information
    I see?</h2>" "['\n', If you believe there is a mistake with the information you see in your MyChart account, contact the
    organization listed in the bubble that appears when you tap or hover over the CE external symbol. If there is no
    external symbol, this information is coming from us, so call our help desk at 1-855-HLP-MYNM.
, '\n']"
"<h2 id=""O_HT11"">What do the notification bubbles mean in the Other Providers
    section of the home page?</h2>" "['\n', If you see a number listed in a red notification bubble: This means that you have
    notifications available at the linked organization. Red notification bubbles appear only if you have an active
    account at the linked organization. You can jump directly into your active linked accounts by clicking the icon for
    that organization. When you click a linked organization’s icon, your account at that organization opens in a new
    browser window or tab., '\n', If you see a question mark inside of a yellow notification bubble: This means that you
    do not have an active account at the linked organization. You can still see your medications, allergies, and health
    issues that are documented at the linked organization. If you want to create an account with the linked organization
    to have access to other features or information, such as test results, messaging, scheduling, and appointments,
    visit the patient portal website of the linked organization or ask your provider at the linked organization how you
    can get signed up., '\n', If you see an exclamation mark inside of a red notification bubble: This means that there
    was an error while retrieving your information from the linked organization. Please try again later. If the problem
    persists, contact the associated organization., '\n']"
"<h2 id=""O_HT12"">Why can’t I
    see certain information from other organizations?</h2>" "['\n', Sometimes, you might not be able to see some information
    from other organizations because:, '\n', 
You might not have that information documented at the linked healthcare organization.
If the same information is in your record at the linked organization and here, it is not marked with the CE
        external symbol.
    
The linked organization might not allow patients to view that information. The information from the linked
        organization that you see in MyChart depends on what that organization allows you to see in your account with
        them.
    
, '\n', Sometimes, you might be unable to view your test results as expected because:, '\n', 
You might not have an active account at the linked healthcare organization.
The Show field at the top of the test results page allows you to show test results from all organizations (this
        is the default setting). You may use the dropdown list to show test results coming only from a single
        organization.
    
The linked organization might not release all or any test results. In this case, test results you can’t see
        through the other organization’s portal will also not appear in your MyChart.
    
, '\n']"
"<h2 id=""O_HT13"">Why can’t I message a doctor from another organization?</h2>" "['\n', If you cannot send a message to a provider at another organization, consider the following:, '\n', 
If you do not see options to message your providers from a linked organization, you might not have an active
        account at the linked organization.
    
You must be using a web browser (not the MyChart Mobile app) to message providers from other organizations in
        your account.
    
Messaging might be a feature this organization does not use. If you have sent messages through the linked
        organization’s portal in the past, you might have to log in to your account at the linked organization to access
        this feature.
    
If you don’t see the provider on the list of available providers to message, that provider or organization might
        not allow messaging.
    
, '\n']"
"<h2 id=""O_SE1"">What is Share Everywhere?</h2>" "['\n', With Share Everywhere, patients can grant temporary,
    secure, one-time access to their medical record to any provider anywhere, even if the provider doesn't have an
    interoperable EHR. Internet access is all that's needed, which means even a provider across the world could view a
    patient's chart to provide care.
, '\n']"
"<h2 id=""O_SE2"">How do I generate a Share Everywhere code?</h2>" "['\n', Patients can
    generate a share code from the new Share Everywhere activity, which is accessible on the MyChart website under the
    Health &gt; Medical Tools &gt; Share My Record menu option and from the home screen on the MyChart mobile app.
, '\n']"
"<h2 id=""O_SE3"">Is this functionality available in the mobile app</h2>" "['\n', Yes,
    you can generate a Share code directly from the MyChart mobile app home page by selecting Share My Record.
, '\n']"
"<h2 id=""O_SE4"">What can the person viewing my record via Share Everywhere
    see? Can they communicate with my NM physician?</h2>" "['\n', After you have given the Share code to your non-NM clinician,
    the clinician can enter the code on a publicly accessible Epic-hosted website, ShareEverywhere.com, to review the
    your information, including allergies, medications, health issues, immunizations, test results, past visit
    summaries, and code status. The clinician sees the same information that you can see in your own MyChart
    account., '\n', The clinician viewing your information does have the ability to send a message to any NM clinician
    that you are able to message via your MyChart account normally., '\n']"
"<h2 id=""O_ACP1"">What is the Advance Care Planning (ACP) activity?</h2>" "['\n', The ACP activity allows you to
    submit documents related to Advance Care Planning. The documents that you submit are reviewed for inclusion in your
    electronic medical record., '\n']"
"<h2 id=""O_ACP2"">What type of documents can I
    submit?</h2>" "['\n', You can submit documents such as:, '\n', 
Power of Attorney
Living Will
POLST
Mental Health Treatment Declaration
, '\n']"
"<h2 id=""O_ACP3"">What happens after I submit a document?</h2>" "['\n', After your
    document has been submitted, our Medical Records team will review and either Accept or Deny it. If your document is
    accepted, your PCP will receive a notification letting him/her know., '\n', After a decision has been made, it will
    be reflected on the ACP page (near the bottom). You can also elect to be notified when a document has been
    accepted/denied (this is enabled by default)., '\n']"
"<h2 id=""O_ACP4"">What
    questionnaires are available? How are they used?</h2>" "['\n', Two questionnaires are currently available:, '\n', 
For My Loved Ones - The answers to this questionnaire cannot be reviewed by clinicians. They are intended for
        you and whomever you would like to share them with.
    
For My Care Team - These answers are made available to your clinical team. Note: Clinicians are not informed by
        the system of these submissions. You are expected to bring these answers/concerns up at your next visit.
    
, '\n']"
"<h2 id=""AE_pass"">I forgot my username or password. How can I retrieve it? </h2>" "['\n', If you have forgotten
    your username or password, you can reset it by following these steps:, '\n', Click on the ""Forgot My Username"" or
    ""Forgot My Password"" link. These links are located directly underneath the boxes where you enter your login
    information., '\n', 
You will be asked to verify a few pieces of information.
For username recovery, we will send your username to the personal email address we have on file for you.
For forgotten passwords, MyChart will prompt you to reset your password to something new once you verify your
        information.
    
, '\n']"
"<h2 id=""AE_easy"">I keep forgetting my password. Is there an easier way to
    sign in?</h2>" "['\n', When accessing NM MyChart on a desktop computer, you may only sign in using your username and
    password. Additional options may be available using the MyNM app, such as logging in with a pin number, a
    fingerprint, or a face scanner., '\n', Apple devices with TouchID and FaceID, as well as various Android devices are
    supported. First, log in with your username and password, and select the option on the login screen to save
        your username. Then visit the Settings page by opening the menu and clicking the gear icon. Select
    ""MyChart Settings"" to view and enable the alternative sign-in options compatible with your phone., '\n']"
"<h2 id=""AE_info"">Where can I update my personal information (e.g. home address,
    e-mail, or change my password)?</h2>" "['\n', Log into MyChart using a desktop computer and hover over the ""My Profile""
    tab. To update your home address or other demographic information, select ""Demographics"". To update your account
    password or security question, select ""Security Settings""., '\n']"
"<h2 id=""AE_notific"">Where can I edit my notification preferences?</h2>" "['\n', From the MyChart home page, hover over the
    Profile tab and select Notifications. Once on the Notification Settings page, select a section to view a drop-down
    menu containing rows for different notification types. By selecting the Email icon, you can enable or disable these
    notifications from being sent to your email on file. If the Email icon is purple, that means it is enabled; if it is
    not filled in then that means it is disabled. The Mailbox icon means that physical mail will be sent to you for that
    notification type. If there is a lock icon placed on the Email or Mailbox icons, then that means you cannot edit the
    setting (it has been set system-wide as an organizational decision). , '\n']"
"<h2 id=""TQ_sec"">Is MyChart secure?</h2>" "['\n', We take great care to ensure your health information is kept
    private and secure. Access to information is controlled through secure access codes, personal IDs, and passwords.
    Each person controls their password, and their account cannot be accessed without that password. Furthermore,
    MyChart uses the latest 128-bit SSL (Secure Socket Layer) encryption technology to encrypt your personal information
    such as username, passwords, and account information over the internet. Any information provided to you is scrambled
    en route and decoded once it reaches your browser. This is the same security used by the online banking industry.
    Unlike conventional e-mail, all MyChart messaging is done while you are securely logged on to our website. The MyNM
    app uses these same levels of security., '\n']"
"<h2 id=""TQ_priv"">What is your
    Privacy Policy?</h2>" "['\n', MyChart is owned and operated by Northwestern Medicine and is fully compliant with federal
    and state laws pertaining to your privacy. Your name and e-mail address will be treated with the same care and
    privacy given to your health records and will never be sold or leased by MyChart. You may view the organization's
    Notice of Privacy Practices by requesting a copy from your physician's office or going to www.NM.org.
, '\n']"
"<h2 id=""TQ_time"">Why does MyChart log me out after a period of time?</h2>" "['\n', 
    We aim to protect your privacy and security of your information. While logged into MyChart, if your keyboard remains
    idle for twenty minutes or more, you will be automatically logged out of MyChart. We recommend that you log out of
    your MyChart session if you need to leave your computer for even a short period of time., '\n']"
"<h2 id=""TQ_require"">What computer tools or applications do I need in order to use MyChart?</h2>" "['\n', You
    need access to a desktop computer that is connected to the Internet and an up-to-date browser (such as Internet
    Explorer)., '\n', Web Browser Guidelines:, '\n', 
Internet Explorer 9.0 (standards mode and IE8 compatibility mode)
Internet Explorer 8.0 (standards mode only)
Mozilla Firefox 13.x and above
Safari 5.x on Mac/Windows
Google Chrome 20.x and above
, '\n', Operating System Guidelines:, '\n', 
Windows 7 Enterprise x64 with SP1
Windows 7 Enterprise x64
Windows XP Professional SP3 x86
Please note, Northwestern Medicine recommends these guidelines. If you use a browser or operating system not
        listed above; the website may still work, but some features may not be available.
    
, '\n']"
"<h2 id=""TQ_notif"">Why am I not receiving notifications when there are new
    messages or lab results sent to my account?</h2>" "['\n', Verify that you have the correct email address listed for
    receiving MyChart notifications. To do this, after logging in to your MyChart account, hover over the Profile tab
    and select Persnoal Information. Scroll down the page until you reach the Contact Information card and confirm that
    your correct email address is listed. If the email address listed is correct, then check your spam or junk folder -
    MyChart notifications will be sent from no-reply@nm.org., '\n']"
"<h2 id=""TQ_domain"">How do I add ""NM.org"" as a trusted email domain?</h2>" "['\n', To
    ensure that your MyChart notification messages are not sent to your spam or junk folder, you can:, '\n', 
Add No-Reply@NM.org and HelpDesk@NM.org to your email contact list, OR
Adjust your email filters to always receive emails from trusted email domain ""NM.org"". Contact your email
        provider for assistance with adjusting your filters, if necessary.
    
, '\n']"
"<h2 id=""TQ_mobileDev"">Can I access MyChart from my mobile phone or
    iPad/tablet?</h2>" "['\n', Yes. MyChart can be accessed securely from your iPhone, iPad, or Android device by downloading
    the MyNM app. Simply go to the App Store or Google Play/Google Market and search for MyNM (by Northwestern
    Medicine). Alternatively, text ""MyNM"" to 43506 to receive a link to download the MyNM app., '\n']"
"<h2 id=""TQ_avail"">Is MyChart always available?</h2>" "['\n', No. MyChart may not be available to users all
    the time due to system failures, back-up procedures, maintenance, or other causes beyond the control of Northwestern
    Memorial HealthCare. Access is provided on an as-is, as-available basis, and Northwestern Memorial HealthCare does
    not guarantee users will be able to access MyChart at any particular time., '\n']"
